time_s,pos_err_m,ang_err_deg
2.100000,0.000040,0.000025
2.200000,0.000041,0.000026
2.200000,0.000042,0.000027
2.200000,0.000043,0.000027
2.200000,0.000041,0.000026
2.200000,0.000042,0.000027
2.200000,0.000042,0.000027
2.200000,0.000043,0.000028
2.200000,0.000042,0.000027
2.300000,0.000040,0.000026
2.300000,0.000040,0.000026
2.300000,0.000036,0.000024
2.300000,0.000035,0.000024
2.300000,0.000035,0.000023
2.300000,0.000030,0.000021
2.300000,0.000029,0.000020
2.300000,0.000028,0.000020
2.300000,0.000026,0.000019
2.400000,0.000020,0.000015
2.400000,0.000019,0.000015
2.400000,0.000017,0.000013
2.400000,0.000010,0.000009
2.400000,0.000008,0.000008
2.400000,0.000006,0.000007
2.400000,0.000005,0.000006
2.500000,0.000002,0.000002
2.500000,0.000003,0.000001
2.500000,0.000005,0.000000
2.500000,0.000006,0.000001
2.500000,0.000008,0.000002
2.500000,0.000014,0.000005
2.500000,0.000015,0.000005
2.500000,0.000021,0.000009
2.600000,0.000022,0.000009
2.600000,0.000023,0.000009
2.600000,0.000024,0.000009
2.600000,0.000028,0.000012
2.600000,0.000029,0.000013
2.600000,0.000030,0.000014
2.600000,0.000030,0.000014
2.700000,0.000033,0.000016
2.700000,0.000033,0.000017
2.700000,0.000034,0.000017
2.700000,0.000035,0.000018
2.700000,0.000035,0.000018
2.700000,0.000035,0.000018
2.700000,0.000035,0.000018
2.700000,0.000035,0.000018
2.800000,0.000035,0.000018
2.800000,0.000035,0.000018
2.800000,0.000033,0.000017
2.800000,0.000033,0.000017
2.800000,0.000032,0.000017
2.800000,0.000029,0.000015
2.800000,0.000029,0.000015
2.900000,0.000027,0.000013
2.900000,0.000026,0.000013
2.900000,0.000021,0.000011
2.900000,0.000020,0.000010
2.900000,0.000019,0.000009
2.900000,0.000017,0.000008
3.000000,0.000011,0.000005
3.000000,0.000009,0.000003
3.000000,0.000008,0.000002
3.000000,0.000002,0.000001
3.000000,0.000001,0.000002
3.000000,0.000001,0.000003
3.000000,0.000003,0.000004
3.100000,0.000008,0.000007
3.100000,0.000009,0.000008
3.100000,0.000011,0.000009
3.100000,0.000016,0.000012
3.100000,0.000017,0.000013
3.100000,0.000017,0.000013
3.100000,0.000018,0.000014
3.100000,0.000022,0.000015
3.200000,0.000022,0.000015
3.200000,0.000022,0.000015
3.200000,0.000025,0.000015
3.200000,0.000024,0.000015
3.200000,0.000024,0.000015
3.200000,0.000026,0.000016
3.200000,0.000025,0.000016
3.200000,0.000024,0.000015
3.300000,0.000023,0.000014
3.300000,0.000024,0.000016
3.300000,0.000023,0.000015
3.300000,0.000022,0.000014
3.300000,0.000021,0.000014
3.300000,0.000020,0.000013
3.300000,0.000019,0.000013
3.300000,0.000018,0.000012
3.400000,0.000017,0.000011
3.400000,0.000016,0.000011
3.400000,0.000016,0.000010
3.400000,0.000015,0.000010
3.400000,0.000014,0.000009
3.400000,0.000013,0.000008
3.400000,0.000013,0.000008
3.400000,0.000012,0.000007
3.400000,0.000011,0.000007
3.500000,0.000011,0.000007
3.500000,0.000010,0.000007
3.500000,0.000009,0.000007
3.500000,0.000009,0.000006
3.500000,0.000008,0.000006
3.500000,0.000008,0.000006
3.500000,0.000007,0.000004
3.500000,0.000007,0.000004
3.600000,0.000007,0.000004
3.600000,0.000007,0.000004
3.600000,0.000006,0.000004
3.600000,0.000005,0.000003
3.600000,0.000005,0.000004
3.600000,0.000006,0.000004
3.600000,0.000004,0.000003
3.600000,0.000004,0.000003
3.700000,0.000005,0.000003
3.700000,0.000005,0.000003
3.700000,0.000003,0.000002
3.700000,0.000004,0.000003
3.700000,0.000005,0.000003
3.700000,0.000006,0.000004
3.700000,0.000004,0.000003
3.800000,0.000005,0.000003
3.800000,0.000006,0.000004
3.800000,0.000003,0.000002
3.800000,0.000004,0.000003
3.800000,0.000005,0.000003
3.800000,0.000006,0.000004
3.800000,0.000007,0.000004
3.800000,0.000004,0.000002
3.800000,0.000004,0.000002
3.900000,0.000005,0.000003
3.900000,0.000005,0.000003
3.900000,0.000006,0.000003
3.900000,0.000004,0.000002
3.900000,0.000002,0.000001
3.900000,0.000002,0.000001
4.000000,0.000002,0.000001
4.000000,0.000002,0.000001
4.000000,0.000003,0.000002
4.000000,0.000004,0.000002
4.000000,0.000006,0.000004
4.000000,0.000007,0.000004
4.000000,0.000008,0.000005
4.100000,0.000009,0.000006
4.100000,0.000010,0.000006
4.100000,0.000011,0.000007
4.100000,0.000012,0.000007
4.100000,0.000012,0.000007
4.100000,0.000012,0.000008
4.100000,0.000013,0.000008
4.100000,0.000013,0.000008
4.200000,0.000014,0.000009
4.200000,0.000014,0.000009
4.200000,0.000015,0.000009
4.200000,0.000007,0.000004
4.200000,0.000007,0.000004
4.200000,0.000004,0.000002
4.200000,0.000004,0.000002
4.300000,0.000003,0.000002
4.300000,0.000003,0.000002
4.300000,0.000000,0.000000
4.300000,0.000000,0.000000
4.300000,0.000003,0.000002
4.300000,0.000003,0.000003
4.300000,0.000004,0.000003
4.300000,0.000006,0.000004
4.400000,0.000007,0.000005
4.400000,0.000008,0.000005
4.400000,0.000008,0.000005
4.400000,0.000009,0.000006
4.400000,0.000012,0.000007
4.400000,0.000012,0.000007
4.400000,0.000013,0.000007
4.400000,0.000014,0.000008
4.500000,0.000014,0.000009
4.500000,0.000015,0.000009
4.500000,0.000015,0.000009
4.500000,0.000015,0.000009
4.500000,0.000014,0.000008
4.500000,0.000014,0.000008
4.500000,0.000014,0.000008
4.600000,0.000013,0.000008
4.600000,0.000013,0.000008
4.600000,0.000012,0.000007
4.600000,0.000012,0.000007
4.600000,0.000012,0.000007
4.600000,0.000011,0.000007
4.600000,0.000011,0.000006
4.600000,0.000010,0.000006
4.700000,0.000003,0.000002
4.700000,0.000002,0.000002
4.700000,0.000002,0.000001
4.700000,0.000001,0.000000
4.700000,0.000002,0.000001
4.700000,0.000003,0.000001
4.700000,0.000003,0.000001
4.800000,0.000008,0.000004
4.800000,0.000008,0.000004
4.800000,0.000009,0.000004
4.800000,0.000009,0.000004
4.800000,0.000009,0.000004
4.800000,0.000010,0.000005
4.800000,0.000010,0.000005
4.800000,0.000010,0.000005
4.900000,0.000009,0.000005
4.900000,0.000009,0.000004
4.900000,0.000008,0.000004
4.900000,0.000008,0.000004
4.900000,0.000006,0.000003
4.900000,0.000006,0.000002
4.900000,0.000005,0.000002
4.900000,0.000005,0.000002
5.000000,0.000005,0.000002
5.000000,0.000004,0.000002
5.000000,0.000004,0.000001
5.000000,0.000001,0.000001
5.000000,0.000001,0.000002
5.000000,0.000001,0.000002
5.000000,0.000004,0.000003
5.000000,0.000004,0.000003
5.100000,0.000006,0.000004
5.100000,0.000006,0.000005
5.100000,0.000006,0.000005
5.100000,0.000008,0.000006
5.100000,0.000008,0.000006
5.100000,0.000007,0.000006
5.100000,0.000008,0.000006
5.100000,0.000008,0.000006
5.200000,0.000008,0.000005
5.200000,0.000008,0.000005
5.200000,0.000008,0.000005
5.200000,0.000007,0.000005
5.200000,0.000007,0.000005
5.200000,0.000006,0.000005
5.200000,0.000005,0.000004
5.200000,0.000005,0.000004
5.200000,0.000005,0.000004
5.300000,0.000003,0.000003
5.300000,0.000003,0.000003
5.300000,0.000003,0.000003
5.300000,0.000002,0.000003
5.300000,0.000000,0.000001
5.300000,0.000000,0.000001
5.300000,0.000002,0.000000
5.300000,0.000002,0.000000
5.400000,0.000002,0.000000
5.400000,0.000004,0.000001
5.400000,0.000004,0.000001
5.400000,0.000004,0.000001
5.400000,0.000004,0.000001
5.400000,0.000004,0.000001
5.400000,0.000004,0.000000
5.500000,0.000003,0.000000
5.500000,0.000006,0.000002
5.500000,0.000005,0.000001
5.500000,0.000005,0.000001
5.500000,0.000005,0.000001
5.500000,0.000005,0.000001
5.500000,0.000005,0.000001
5.500000,0.000003,0.000000
5.600000,0.000002,0.000001
5.600000,0.000001,0.000001
5.600000,0.000001,0.000001
5.600000,0.000001,0.000001
5.600000,0.000000,0.000002
5.600000,0.000001,0.000002
5.600000,0.000001,0.000002
5.600000,0.000002,0.000003
5.600000,0.000002,0.000003
5.600000,0.000002,0.000003
5.700000,0.000004,0.000004
5.700000,0.000004,0.000004
5.700000,0.000004,0.000004
5.700000,0.000004,0.000004
5.700000,0.000005,0.000004
5.700000,0.000004,0.000004
5.700000,0.000005,0.000004
5.700000,0.000005,0.000004
5.800000,0.000004,0.000004
5.800000,0.000004,0.000004
5.800000,0.000004,0.000004
5.800000,0.000003,0.000004
5.800000,0.000003,0.000003
5.800000,0.000002,0.000003
5.800000,0.000002,0.000003
5.800000,0.000002,0.000003
5.900000,0.000001,0.000003
5.900000,0.000000,0.000002
5.900000,0.000000,0.000002
5.900000,0.000000,0.000002
5.900000,0.000001,0.000001
5.900000,0.000001,0.000001
5.900000,0.000002,0.000001
5.900000,0.000003,0.000000
5.900000,0.000003,0.000000
6.000000,0.000003,0.000000
6.000000,0.000003,0.000000
6.000000,0.000003,0.000000
6.000000,0.000003,0.000000
6.000000,0.000003,0.000000
6.000000,0.000004,0.000000
6.000000,0.000004,0.000000
6.000000,0.000004,0.000000
6.100000,0.000003,0.000000
6.100000,0.000003,0.000000
6.100000,0.000003,0.000000
6.100000,0.000003,0.000001
6.100000,0.000002,0.000001
6.100000,0.000002,0.000001
6.100000,0.000001,0.000002
6.100000,0.000001,0.000002
6.100000,0.000001,0.000002
6.200000,0.000000,0.000002
6.200000,0.000001,0.000002
6.200000,0.000001,0.000002
6.200000,0.000001,0.000002
6.200000,0.000001,0.000003
6.200000,0.000002,0.000003
6.200000,0.000003,0.000003
6.200000,0.000003,0.000003
6.300000,0.000003,0.000003
6.300000,0.000003,0.000003
6.300000,0.000003,0.000004
6.300000,0.000003,0.000004
6.300000,0.000003,0.000004
6.300000,0.000003,0.000004
6.300000,0.000003,0.000003
6.300000,0.000003,0.000003
6.400000,0.000003,0.000003
6.400000,0.000002,0.000003
6.400000,0.000002,0.000003
6.400000,0.000002,0.000003
6.400000,0.000002,0.000003
6.400000,0.000002,0.000003
6.400000,0.000001,0.000002
6.400000,0.000000,0.000002
6.400000,0.000000,0.000002
6.500000,0.000000,0.000002
6.500000,0.000000,0.000002
6.500000,0.000001,0.000001
6.500000,0.000001,0.000001
6.500000,0.000001,0.000001
6.500000,0.000002,0.000001
6.500000,0.000002,0.000001
6.500000,0.000002,0.000001
6.600000,0.000002,0.000001
6.600000,0.000002,0.000001
6.600000,0.000002,0.000001
6.600000,0.000002,0.000001
6.600000,0.000002,0.000001
6.600000,0.000002,0.000001
6.600000,0.000002,0.000001
6.600000,0.000002,0.000001
6.600000,0.000002,0.000001
6.700000,0.000002,0.000001
6.700000,0.000002,0.000001
6.700000,0.000001,0.000001
6.700000,0.000001,0.000001
6.700000,0.000001,0.000001
6.700000,0.000001,0.000002
6.700000,0.000001,0.000002
6.800000,0.000000,0.000002
6.800000,0.000001,0.000002
6.800000,0.000001,0.000002
6.800000,0.000001,0.000002
6.800000,0.000001,0.000003
6.800000,0.000001,0.000003
6.800000,0.000001,0.000003
6.900000,0.000001,0.000003
6.900000,0.000002,0.000003
6.900000,0.000002,0.000003
6.900000,0.000002,0.000003
6.900000,0.000002,0.000003
6.900000,0.000002,0.000003
6.900000,0.000002,0.000003
6.900000,0.000002,0.000003
7.000000,0.000001,0.000003
7.000000,0.000001,0.000003
7.000000,0.000001,0.000003
7.000000,0.000001,0.000003
7.000000,0.000001,0.000003
7.000000,0.000001,0.000003
7.000000,0.000001,0.000003
7.100000,0.000001,0.000002
7.100000,0.000001,0.000002
7.100000,0.000001,0.000002
7.100000,0.000001,0.000002
7.100000,0.000001,0.000002
7.100000,0.000001,0.000002
7.100000,0.000001,0.000002
7.100000,0.000001,0.000002
7.200000,0.000001,0.000002
7.200000,0.000001,0.000001
7.200000,0.000001,0.000001
7.200000,0.000001,0.000001
7.200000,0.000001,0.000001
7.200000,0.000001,0.000001
7.200000,0.000001,0.000001
7.200000,0.000001,0.000002
7.300000,0.000001,0.000002
7.300000,0.000001,0.000002
7.300000,0.000001,0.000002
7.300000,0.000000,0.000002
7.300000,0.000000,0.000002
7.300000,0.000000,0.000002
7.300000,0.000000,0.000002
7.300000,0.000000,0.000002
7.400000,0.000000,0.000002
7.400000,0.000001,0.000002
7.400000,0.000001,0.000002
7.400000,0.000001,0.000002
7.400000,0.000001,0.000002
7.400000,0.000001,0.000002
7.400000,0.000001,0.000003
7.500000,0.000001,0.000003
7.500000,0.000001,0.000003
7.500000,0.000001,0.000003
7.500000,0.000001,0.000003
7.500000,0.000001,0.000003
7.500000,0.000001,0.000003
7.500000,0.000001,0.000003
7.500000,0.000001,0.000003
7.500000,0.000001,0.000002
7.600000,0.000001,0.000002
7.600000,0.000001,0.000002
7.600000,0.000001,0.000002
7.600000,0.000001,0.000002
7.600000,0.000000,0.000002
7.600000,0.000000,0.000002
7.600000,0.000000,0.000002
7.600000,0.000000,0.000002
7.600000,0.000000,0.000002
7.700000,0.000000,0.000002
7.700000,0.000001,0.000002
7.700000,0.000001,0.000002
7.700000,0.000001,0.000002
7.700000,0.000001,0.000001
7.700000,0.000001,0.000002
7.700000,0.000001,0.000001
7.700000,0.000001,0.000001
7.800000,0.000001,0.000002
7.800000,0.000001,0.000001
7.800000,0.000001,0.000002
7.800000,0.000001,0.000002
7.800000,0.000001,0.000002
7.800000,0.000001,0.000002
7.800000,0.000000,0.000002
7.800000,0.000000,0.000002
7.900000,0.000000,0.000002
7.900000,0.000000,0.000002
7.900000,0.000000,0.000002
7.900000,0.000000,0.000002
7.900000,0.000000,0.000002
7.900000,0.000000,0.000002
7.900000,0.000000,0.000002
8.000000,0.000000,0.000002
8.000000,0.000001,0.000002
8.000000,0.000001,0.000002
8.000000,0.000001,0.000002
8.000000,0.000001,0.000002
8.000000,0.000001,0.000002
8.000000,0.000001,0.000002
8.000000,0.000001,0.000002
8.100000,0.000001,0.000002
8.100000,0.000001,0.000002
8.100000,0.000000,0.000002
8.100000,0.000000,0.000002
8.100000,0.000000,0.000002
8.100000,0.000000,0.000002
8.100000,0.000000,0.000002
8.100000,0.000000,0.000002
8.200000,0.000000,0.000002
8.200000,0.000000,0.000002
8.200000,0.000000,0.000002
8.200000,0.000000,0.000002
8.200000,0.000000,0.000002
8.200000,0.000000,0.000002
8.200000,0.000000,0.000002
8.200000,0.000000,0.000002
8.200000,0.000000,0.000002
8.300000,0.000000,0.000002
8.300000,0.000000,0.000002
8.300000,0.000000,0.000002
8.300000,0.000000,0.000002
8.300000,0.000000,0.000002
8.300000,0.000000,0.000002
8.300000,0.000000,0.000002
8.300000,0.000000,0.000002
8.300000,0.000000,0.000002
8.400000,0.000000,0.000002
8.400000,0.000000,0.000002
8.400000,0.000000,0.000002
8.400000,0.000000,0.000002
8.400000,0.000000,0.000002
8.400000,0.000000,0.000002
8.400000,0.000000,0.000002
8.400000,0.000000,0.000002
8.500000,0.000000,0.000002
8.500000,0.000000,0.000002
8.500000,0.000000,0.000002
8.500000,0.000000,0.000002
8.500000,0.000000,0.000002
8.500000,0.000000,0.000002
8.600000,0.000000,0.000002
8.600000,0.000000,0.000002
8.600000,0.000000,0.000002
8.600000,0.000000,0.000002
8.600000,0.000000,0.000002
8.600000,0.000000,0.000002
8.600000,0.000000,0.000002
8.700000,0.000000,0.000002
8.700000,0.000000,0.000002
8.700000,0.000000,0.000002
8.700000,0.000000,0.000002
8.700000,0.000000,0.000002
8.700000,0.000000,0.000002
8.700000,0.000000,0.000002
8.700000,0.000000,0.000002
8.800000,0.000000,0.000002
8.800000,0.000000,0.000002
8.800000,0.000000,0.000002
8.800000,0.000000,0.000002
8.800000,0.000000,0.000002
8.800000,0.000000,0.000002
8.800000,0.000000,0.000002
8.800000,0.000000,0.000002
8.900000,0.000000,0.000002
8.900000,0.000000,0.000002
8.900000,0.000000,0.000002
8.900000,0.000000,0.000002
8.900000,0.000000,0.000002
8.900000,0.000000,0.000002
8.900000,0.000000,0.000002
8.900000,0.000000,0.000002
9.000000,0.000000,0.000002
9.000000,0.000000,0.000002
9.000000,0.000000,0.000002
9.000000,0.000000,0.000002
9.000000,0.000000,0.000002
9.000000,0.000000,0.000002
9.000000,0.000000,0.000002
9.000000,0.000000,0.000002
9.100000,0.000000,0.000002
9.100000,0.000000,0.000002
9.100000,0.000000,0.000002
9.100000,0.000000,0.000002
9.100000,0.000000,0.000002
9.100000,0.000000,0.000002
9.100000,0.000000,0.000002
9.200000,0.000000,0.000002
9.200000,0.000000,0.000002
9.200000,0.000000,0.000002
9.200000,0.000000,0.000002
9.200000,0.000000,0.000002
9.200000,0.000000,0.000002
9.200000,0.000000,0.000002
9.200000,0.000000,0.000002
9.300000,0.000000,0.000002
9.300000,0.000000,0.000002
9.300000,0.000000,0.000002
9.300000,0.000000,0.000002
9.300000,0.000000,0.000002
9.300000,0.000000,0.000002
9.300000,0.000000,0.000002
9.300000,0.000000,0.000002
9.400000,0.000000,0.000002
9.400000,0.000000,0.000002
9.400000,0.000000,0.000002
9.400000,0.000000,0.000002
9.400000,0.000000,0.000002
9.400000,0.000000,0.000002
9.400000,0.000000,0.000002
9.500000,0.000000,0.000002
9.500000,0.000000,0.000002
9.500000,0.000000,0.000002
9.500000,0.000000,0.000002
9.500000,0.000000,0.000002
9.500000,0.000000,0.000002
9.500000,0.000000,0.000002
9.500000,0.000000,0.000002
9.600000,0.000000,0.000002
9.600000,0.000000,0.000002
9.600000,0.000000,0.000002
9.600000,0.000000,0.000002
9.600000,0.000000,0.000002
9.600000,0.000000,0.000002
9.600000,0.000000,0.000002
9.600000,0.000000,0.000002
9.600000,0.000000,0.000002
9.700000,0.000000,0.000002
9.700000,0.000000,0.000002
9.700000,0.000000,0.000002
9.700000,0.000000,0.000002
9.700000,0.000000,0.000002
9.700000,0.000000,0.000002
9.700000,0.000000,0.000002
9.700000,0.000000,0.000002
9.800000,0.000000,0.000002
9.800000,0.000000,0.000002
9.800000,0.000000,0.000002
9.800000,0.000000,0.000002
9.800000,0.000000,0.000002
9.800000,0.000000,0.000002
9.800000,0.000000,0.000002
9.900000,0.000000,0.000002
9.900000,0.000000,0.000002
9.900000,0.000000,0.000002
9.900000,0.000000,0.000002
9.900000,0.000000,0.000002
9.900000,0.000000,0.000002
9.900000,0.000000,0.000002
9.900000,0.000000,0.000002
10.000000,0.000000,0.000002
10.000000,0.000000,0.000002
10.000000,0.000000,0.000002
10.000000,0.000000,0.000002
10.000000,0.000000,0.000002
10.000000,0.000000,0.000002
10.000000,0.000000,0.000002
10.000000,0.000000,0.000002
10.000000,0.000000,0.000002
10.100000,0.000000,0.000002
10.100000,0.000000,0.000002
10.100000,0.000000,0.000002
10.100000,0.000000,0.000002
10.100000,0.000000,0.000002
10.100000,0.000000,0.000002
10.100000,0.000000,0.000002
10.200000,0.000000,0.000002
10.200000,0.000000,0.000002
10.200000,0.000000,0.000002
10.200000,0.000000,0.000002
10.200000,0.000000,0.000002
10.200000,0.000000,0.000002
10.200000,0.000000,0.000002
10.200000,0.000000,0.000002
10.300000,0.000000,0.000002
10.300000,0.000000,0.000002
10.300000,0.000000,0.000002
10.300000,0.000000,0.000002
10.300000,0.000000,0.000002
10.300000,0.000000,0.000002
10.300000,0.000000,0.000002
10.300000,0.000000,0.000002
10.400000,0.000000,0.000002
10.400000,0.000000,0.000002
10.400000,0.000000,0.000002
10.400000,0.000000,0.000002
10.400000,0.000000,0.000002
10.400000,0.000000,0.000002
10.400000,0.000000,0.000002
10.500000,0.000000,0.000002
10.500000,0.000000,0.000002
10.500000,0.000000,0.000002
10.500000,0.000000,0.000002
10.500000,0.000000,0.000002
10.500000,0.000000,0.000002
10.500000,0.000000,0.000002
10.500000,0.000000,0.000002
10.600000,0.000000,0.000002
10.600000,0.000000,0.000002
10.600000,0.000000,0.000002
10.600000,0.000000,0.000002
10.600000,0.000000,0.000002
10.600000,0.000000,0.000002
10.600000,0.000000,0.000002
10.600000,0.000000,0.000002
10.600000,0.000000,0.000002
10.700000,0.000000,0.000002
10.700000,0.000000,0.000002
10.700000,0.000000,0.000002
10.700000,0.000000,0.000002
10.700000,0.000000,0.000002
10.700000,0.000000,0.000002
10.700000,0.000000,0.000002
10.800000,0.000000,0.000002
10.800000,0.000000,0.000002
10.800000,0.000000,0.000002
10.800000,0.000000,0.000002
10.800000,0.000000,0.000002
10.800000,0.000000,0.000002
10.800000,0.000000,0.000002
10.900000,0.000000,0.000002
10.900000,0.000000,0.000002
10.900000,0.000000,0.000002
10.900000,0.000000,0.000002
10.900000,0.000000,0.000002
10.900000,0.000000,0.000002
10.900000,0.000000,0.000002
10.900000,0.000000,0.000002
10.900000,0.000000,0.000002
11.000000,0.000000,0.000002
11.000000,0.000000,0.000002
11.000000,0.000000,0.000002
11.000000,0.000000,0.000002
11.000000,0.000000,0.000002
11.000000,0.000000,0.000002
11.000000,0.000000,0.000002
11.000000,0.000000,0.000002
11.100000,0.000000,0.000002
11.100000,0.000000,0.000002
11.100000,0.000000,0.000002
11.100000,0.000000,0.000002
11.100000,0.000000,0.000002
11.100000,0.000000,0.000002
11.100000,0.000000,0.000002
11.200000,0.000000,0.000002
11.200000,0.000000,0.000002
11.200000,0.000000,0.000002
11.200000,0.000000,0.000002
11.200000,0.000000,0.000002
11.200000,0.000000,0.000002
11.300000,0.000000,0.000002
11.300000,0.000000,0.000002
11.300000,0.000000,0.000002
11.300000,0.000000,0.000002
11.300000,0.000000,0.000002
11.300000,0.000000,0.000002
11.300000,0.000000,0.000002
11.300000,0.000000,0.000002
11.400000,0.000000,0.000002
11.400000,0.000000,0.000002
11.400000,0.000000,0.000002
11.400000,0.000000,0.000002
11.400000,0.000000,0.000002
11.400000,0.000000,0.000002
11.400000,0.000000,0.000002
11.400000,0.000000,0.000002
11.500000,0.000000,0.000002
11.500000,0.000000,0.000002
11.500000,0.000000,0.000002
11.500000,0.000000,0.000002
11.500000,0.000000,0.000002
11.500000,0.000000,0.000002
11.500000,0.000000,0.000002
11.600000,0.000000,0.000002
11.600000,0.000000,0.000002
11.600000,0.000000,0.000002
11.600000,0.000000,0.000002
11.600000,0.000000,0.000002
11.600000,0.000000,0.000002
11.600000,0.000000,0.000002
11.600000,0.000000,0.000002
11.600000,0.000000,0.000002
11.700000,0.000000,0.000002
11.700000,0.000000,0.000002
11.700000,0.000000,0.000002
11.700000,0.000000,0.000002
11.700000,0.000000,0.000002
11.700000,0.000000,0.000002
11.700000,0.000000,0.000002
11.700000,0.000000,0.000002
11.800000,0.000000,0.000002
11.800000,0.000000,0.000002
11.800000,0.000000,0.000002
11.800000,0.000000,0.000002
11.800000,0.000000,0.000002
11.800000,0.000000,0.000002
11.800000,0.000000,0.000002
11.800000,0.000000,0.000002
11.900000,0.000000,0.000002
11.900000,0.000000,0.000002
11.900000,0.000000,0.000002
11.900000,0.000000,0.000002
11.900000,0.000000,0.000002
11.900000,0.000000,0.000002
11.900000,0.000000,0.000002
11.900000,0.000000,0.000002
12.000000,0.000000,0.000002
12.000000,0.000000,0.000002
12.000000,0.000000,0.000002
12.000000,0.000000,0.000002
12.000000,0.000000,0.000002
12.000000,0.000000,0.000002
12.000000,0.000000,0.000002
12.100000,0.000000,0.000002
12.100000,0.000000,0.000002
12.100000,0.000000,0.000002
12.100000,0.000000,0.000002
12.100000,0.000000,0.000002
12.100000,0.000000,0.000002
12.100000,0.000000,0.000002
12.100000,0.000000,0.000002
12.200000,0.000000,0.000002
12.200000,0.000000,0.000002
12.200000,0.000000,0.000002
12.200000,0.000000,0.000002
12.200000,0.000000,0.000002
12.200000,0.000000,0.000002
12.200000,0.000000,0.000002
12.200000,0.000000,0.000002
12.300000,0.000000,0.000002
12.300000,0.000000,0.000002
12.300000,0.000000,0.000002
12.300000,0.000000,0.000002
12.300000,0.000000,0.000002
12.300000,0.000000,0.000002
12.300000,0.000000,0.000002
12.300000,0.000000,0.000002
12.400000,0.000000,0.000002
12.400000,0.000000,0.000002
12.400000,0.000000,0.000002
12.400000,0.000000,0.000002
12.400000,0.000000,0.000002
12.400000,0.000000,0.000002
12.400000,0.000000,0.000002
12.400000,0.000000,0.000002
12.400000,0.000000,0.000002
12.500000,0.000000,0.000002
12.500000,0.000000,0.000002
12.500000,0.000000,0.000002
12.500000,0.000000,0.000002
12.500000,0.000000,0.000002
12.500000,0.000000,0.000002
12.500000,0.000000,0.000002
12.500000,0.000000,0.000002
12.600000,0.000000,0.000002
12.600000,0.000000,0.000002
12.600000,0.000000,0.000002
12.600000,0.000000,0.000002
12.600000,0.000000,0.000002
12.600000,0.000000,0.000002
12.600000,0.000000,0.000002
12.700000,0.000000,0.000002
12.700000,0.000000,0.000002
12.700000,0.000000,0.000002
12.700000,0.000000,0.000002
12.700000,0.000000,0.000002
12.700000,0.000000,0.000002
12.700000,0.000000,0.000002
12.700000,0.000000,0.000002
12.800000,0.000000,0.000002
12.800000,0.000000,0.000002
12.800000,0.000000,0.000002
12.800000,0.000000,0.000002
12.800000,0.000000,0.000002
12.800000,0.000000,0.000002
12.800000,0.000000,0.000002
12.800000,0.000000,0.000002
12.900000,0.000000,0.000002
12.900000,0.000000,0.000002
12.900000,0.000000,0.000002
12.900000,0.000000,0.000041
12.900000,0.000000,0.003918
12.900000,0.000001,0.023725
12.900000,0.000003,0.086705
13.000000,0.000004,0.139873
13.000000,0.000006,0.189680
13.000000,0.000008,0.242342
13.000000,0.000009,0.278297
13.000000,0.000010,0.319835
13.000000,0.000012,0.359488
13.000000,0.000014,0.428329
13.000000,0.000017,0.512099
13.100000,0.000021,0.633341
13.100000,0.000023,0.717457
